name,type,temp_c,humidity_pct,seasons,spoilage_status,CO2_ppm,Ethylene_ppm,NH3_ppm,H2S_ppm,VOC_ppm,O2_%,Transit_Duration_hrs,source,min_optimal_temp,max_optimal_temp,min_optimal_humidity,max_optimal_humidity,shelf_life
Cookies,Snack,28.9,64.9,Monsoon,Spoiled,653.2,0.0,0.0,0.0,0.0,0.0,5.7,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
White Bread,Bread,27.4,53.8,Spring,Warning,1604.1,0.0,0.0,0.0,0.0,0.0,34.8,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Fruit Jam,Preserve,21.6,71.3,Monsoon,Spoiled,2093.6,0.0,0.0,0.0,0.0,0.0,37.9,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Potato Chips,Snack,32.3,35.2,Spring,Warning,1987.0,0.0,0.0,0.0,0.0,0.0,30.5,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Croissant,Pastry,24.5,68.9,Winter,Fresh,1582.5,0.0,0.0,0.0,0.0,0.0,4.2,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Whole Wheat Bread,Bread,26.6,82.3,Summer,Spoiled,2384.2,0.0,0.0,0.0,0.0,0.0,45.2,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
White Bread,Bread,22.8,59.5,Winter,Fresh,1353.5,0.0,0.0,0.0,0.0,0.0,18.6,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Chocolate Cake,Pastry,19.9,73.1,Winter,Warning,2219.3,0.0,0.0,0.0,0.0,0.0,5.9,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Pasta Salad,Ready Meal,8.8,70.5,Summer,Spoiled,2070.5,0.0,0.0,0.0,0.0,0.0,5.0,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Pasta Salad,Ready Meal,5.7,84.6,Monsoon,Warning,2226.0,0.0,0.0,0.0,0.0,0.0,2.8,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Croissant,Pastry,28.4,56.4,Monsoon,Spoiled,2502.2,0.0,0.0,0.0,0.0,0.0,11.0,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Fruit Jam,Preserve,13.5,52.0,Spring,Fresh,612.4,0.0,0.0,0.0,0.0,0.0,20.7,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Croissant,Pastry,25.3,64.4,Summer,Fresh,916.4,0.0,0.0,0.0,0.0,0.0,26.2,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Pasta Salad,Ready Meal,9.0,88.7,Winter,Spoiled,916.3,0.0,0.0,0.0,0.0,0.0,7.8,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Tomato Sauce,Preserve,13.4,72.4,Winter,Warning,695.4,0.0,0.0,0.0,0.0,0.0,25.5,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Croissant,Pastry,20.8,74.6,Spring,Warning,1492.5,0.0,0.0,0.0,0.0,0.0,18.7,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Fruit Jam,Preserve,20.4,73.0,Summer,Fresh,2656.2,0.0,0.0,0.0,0.0,0.0,22.4,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cookies,Snack,26.1,57.8,Spring,Fresh,1370.1,0.0,0.0,0.0,0.0,0.0,21.5,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Tomato Sauce,Preserve,18.5,87.8,Spring,Warning,2987.9,0.0,0.0,0.0,0.0,0.0,31.5,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Whole Wheat Bread,Bread,29.8,59.5,Spring,Warning,1911.2,0.0,0.0,0.0,0.0,0.0,20.8,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cookies,Snack,19.7,59.0,Spring,Warning,2776.5,0.0,0.0,0.0,0.0,0.0,34.1,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Sandwich,Ready Meal,11.9,81.4,Monsoon,Spoiled,2467.4,0.0,0.0,0.0,0.0,0.0,43.3,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
White Bread,Bread,27.4,62.7,Monsoon,Fresh,843.1,0.0,0.0,0.0,0.0,0.0,27.1,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Fruit Jam,Preserve,25.8,61.1,Spring,Warning,2941.1,0.0,0.0,0.0,0.0,0.0,25.3,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Tomato Sauce,Preserve,16.5,74.7,Monsoon,Warning,2783.3,0.0,0.0,0.0,0.0,0.0,16.2,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Pasta Salad,Ready Meal,6.8,80.4,Summer,Warning,2928.2,0.0,0.0,0.0,0.0,0.0,35.5,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Fruit Jam,Preserve,17.7,61.9,Winter,Fresh,1037.7,0.0,0.0,0.0,0.0,0.0,37.2,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Whole Wheat Bread,Bread,24.7,58.6,Monsoon,Warning,2810.7,0.0,0.0,0.0,0.0,0.0,13.3,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Chocolate Cake,Pastry,19.1,54.1,Winter,Fresh,2894.0,0.0,0.0,0.0,0.0,0.0,18.6,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Croissant,Pastry,15.1,68.4,Monsoon,Fresh,481.8,0.0,0.0,0.0,0.0,0.0,23.7,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
White Bread,Bread,31.2,49.7,Monsoon,Warning,459.9,0.0,0.0,0.0,0.0,0.0,41.7,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
White Bread,Bread,20.1,63.4,Winter,Fresh,1652.1,0.0,0.0,0.0,0.0,0.0,26.9,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Chocolate Cake,Pastry,28.8,59.6,Spring,Warning,2599.7,0.0,0.0,0.0,0.0,0.0,5.8,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cooked Rice,Ready Meal,11.4,76.3,Monsoon,Spoiled,2342.4,0.0,0.0,0.0,0.0,0.0,29.5,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Sandwich,Ready Meal,8.0,90.8,Winter,Spoiled,1058.0,0.0,0.0,0.0,0.0,0.0,42.2,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Sandwich,Ready Meal,8.8,66.1,Spring,Spoiled,1037.8,0.0,0.0,0.0,0.0,0.0,7.8,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Sandwich,Ready Meal,8.5,88.3,Summer,Spoiled,1860.3,0.0,0.0,0.0,0.0,0.0,25.8,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Tomato Sauce,Preserve,27.3,70.4,Summer,Fresh,1232.3,0.0,0.0,0.0,0.0,0.0,24.4,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Whole Wheat Bread,Bread,19.3,65.8,Summer,Fresh,1141.1,0.0,0.0,0.0,0.0,0.0,47.4,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Croissant,Pastry,28.5,64.2,Spring,Warning,580.6,0.0,0.0,0.0,0.0,0.0,35.0,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Pasta Salad,Ready Meal,11.6,65.5,Summer,Spoiled,2958.3,0.0,0.0,0.0,0.0,0.0,43.8,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Whole Wheat Bread,Bread,13.6,56.4,Summer,Fresh,2187.8,0.0,0.0,0.0,0.0,0.0,10.0,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cookies,Snack,25.3,46.7,Summer,Fresh,2862.6,0.0,0.0,0.0,0.0,0.0,29.8,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Tomato Sauce,Preserve,18.1,57.2,Monsoon,Fresh,1918.7,0.0,0.0,0.0,0.0,0.0,30.9,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cookies,Snack,23.5,56.3,Monsoon,Warning,1655.0,0.0,0.0,0.0,0.0,0.0,34.4,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Fruit Jam,Preserve,20.4,43.5,Monsoon,Spoiled,962.0,0.0,0.0,0.0,0.0,0.0,5.9,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cookies,Snack,24.5,47.5,Winter,Fresh,738.2,0.0,0.0,0.0,0.0,0.0,22.3,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Pasta Salad,Ready Meal,3.6,84.2,Monsoon,Spoiled,2085.8,0.0,0.0,0.0,0.0,0.0,36.0,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Croissant,Pastry,19.9,53.6,Winter,Fresh,1830.8,0.0,0.0,0.0,0.0,0.0,19.7,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
White Bread,Bread,17.2,75.0,Spring,Warning,904.2,0.0,0.0,0.0,0.0,0.0,14.0,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Pasta Salad,Ready Meal,3.8,61.7,Summer,Warning,2727.2,0.0,0.0,0.0,0.0,0.0,26.0,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Tomato Sauce,Preserve,16.1,81.5,Spring,Fresh,1687.4,0.0,0.0,0.0,0.0,0.0,30.9,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Tomato Sauce,Preserve,23.5,78.7,Summer,Spoiled,2616.7,0.0,0.0,0.0,0.0,0.0,33.0,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Chocolate Cake,Pastry,22.6,77.5,Monsoon,Warning,2691.3,0.0,0.0,0.0,0.0,0.0,1.5,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Potato Chips,Snack,31.0,23.4,Summer,Fresh,2168.1,0.0,0.0,0.0,0.0,0.0,24.6,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Whole Wheat Bread,Bread,19.7,64.7,Winter,Fresh,2124.9,0.0,0.0,0.0,0.0,0.0,39.9,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cookies,Snack,20.9,45.4,Spring,Fresh,1466.8,0.0,0.0,0.0,0.0,0.0,17.8,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Tomato Sauce,Preserve,12.0,75.2,Spring,Fresh,680.6,0.0,0.0,0.0,0.0,0.0,26.6,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Croissant,Pastry,17.7,77.5,Winter,Warning,1118.2,0.0,0.0,0.0,0.0,0.0,34.0,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Pasta Salad,Ready Meal,13.7,86.5,Spring,Spoiled,1697.2,0.0,0.0,0.0,0.0,0.0,8.1,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cookies,Snack,18.6,48.2,Monsoon,Fresh,965.0,0.0,0.0,0.0,0.0,0.0,24.0,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Fruit Jam,Preserve,16.7,70.0,Summer,Warning,2129.8,0.0,0.0,0.0,0.0,0.0,5.0,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cheese Pizza,Ready Meal,8.4,81.6,Spring,Warning,1046.7,0.0,0.0,0.0,0.0,0.0,19.8,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cooked Rice,Ready Meal,8.0,71.9,Winter,Spoiled,2176.6,0.0,0.0,0.0,0.0,0.0,27.1,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cooked Rice,Ready Meal,8.9,67.0,Spring,Spoiled,1769.1,0.0,0.0,0.0,0.0,0.0,33.2,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Pasta Salad,Ready Meal,10.4,71.4,Spring,Warning,2393.6,0.0,0.0,0.0,0.0,0.0,43.6,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cookies,Snack,25.3,46.6,Winter,Fresh,2597.3,0.0,0.0,0.0,0.0,0.0,22.8,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Chocolate Cake,Pastry,25.0,67.2,Summer,Warning,653.2,0.0,0.0,0.0,0.0,0.0,16.6,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Potato Chips,Snack,17.7,49.7,Summer,Fresh,981.2,0.0,0.0,0.0,0.0,0.0,15.1,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Chocolate Cake,Pastry,15.2,74.3,Monsoon,Fresh,1042.7,0.0,0.0,0.0,0.0,0.0,24.8,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cooked Rice,Ready Meal,14.1,78.8,Spring,Spoiled,2536.4,0.0,0.0,0.0,0.0,0.0,30.0,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
White Bread,Bread,28.8,68.0,Monsoon,Spoiled,1821.4,0.0,0.0,0.0,0.0,0.0,32.4,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Sandwich,Ready Meal,7.8,82.8,Winter,Warning,785.2,0.0,0.0,0.0,0.0,0.0,19.3,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Fruit Jam,Preserve,25.2,67.7,Spring,Fresh,1591.7,0.0,0.0,0.0,0.0,0.0,24.5,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Sandwich,Ready Meal,6.9,79.2,Spring,Spoiled,1282.2,0.0,0.0,0.0,0.0,0.0,14.1,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Pasta Salad,Ready Meal,16.4,70.8,Summer,Spoiled,2242.1,0.0,0.0,0.0,0.0,0.0,13.2,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Potato Chips,Snack,23.8,45.1,Winter,Fresh,813.9,0.0,0.0,0.0,0.0,0.0,44.9,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Tomato Sauce,Preserve,23.5,84.5,Monsoon,Fresh,1492.1,0.0,0.0,0.0,0.0,0.0,6.4,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Chocolate Cake,Pastry,17.6,56.5,Winter,Fresh,1568.7,0.0,0.0,0.0,0.0,0.0,27.2,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Chocolate Cake,Pastry,15.5,81.2,Winter,Fresh,900.0,0.0,0.0,0.0,0.0,0.0,32.4,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
White Bread,Bread,24.6,68.1,Winter,Warning,2890.1,0.0,0.0,0.0,0.0,0.0,9.9,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cookies,Snack,23.0,35.8,Winter,Fresh,1511.5,0.0,0.0,0.0,0.0,0.0,4.7,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Whole Wheat Bread,Bread,23.7,56.1,Summer,Spoiled,2845.6,0.0,0.0,0.0,0.0,0.0,34.1,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cooked Rice,Ready Meal,15.4,79.0,Summer,Spoiled,1438.0,0.0,0.0,0.0,0.0,0.0,6.2,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Fruit Jam,Preserve,16.7,68.6,Summer,Fresh,762.2,0.0,0.0,0.0,0.0,0.0,44.4,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cheese Pizza,Ready Meal,10.5,84.8,Spring,Warning,2499.5,0.0,0.0,0.0,0.0,0.0,20.6,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cookies,Snack,16.1,45.7,Spring,Fresh,2090.9,0.0,0.0,0.0,0.0,0.0,40.9,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
White Bread,Bread,30.4,73.0,Summer,Spoiled,1836.5,0.0,0.0,0.0,0.0,0.0,33.7,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cookies,Snack,27.8,56.3,Monsoon,Warning,903.5,0.0,0.0,0.0,0.0,0.0,11.9,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Pasta Salad,Ready Meal,8.7,59.3,Summer,Warning,1540.2,0.0,0.0,0.0,0.0,0.0,29.3,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Croissant,Pastry,24.2,72.2,Spring,Spoiled,935.2,0.0,0.0,0.0,0.0,0.0,43.2,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Tomato Sauce,Preserve,21.7,73.8,Winter,Fresh,1095.6,0.0,0.0,0.0,0.0,0.0,3.5,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Potato Chips,Snack,23.1,52.4,Spring,Spoiled,1192.8,0.0,0.0,0.0,0.0,0.0,35.1,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cheese Pizza,Ready Meal,14.1,79.0,Spring,Spoiled,1102.8,0.0,0.0,0.0,0.0,0.0,46.4,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Pasta Salad,Ready Meal,9.0,63.0,Spring,Fresh,879.5,0.0,0.0,0.0,0.0,0.0,15.3,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
White Bread,Bread,25.1,63.4,Winter,Fresh,2556.0,0.0,0.0,0.0,0.0,0.0,35.3,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Whole Wheat Bread,Bread,25.2,70.8,Spring,Fresh,1502.0,0.0,0.0,0.0,0.0,0.0,13.2,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Tomato Sauce,Preserve,24.9,67.8,Monsoon,Fresh,2996.9,0.0,0.0,0.0,0.0,0.0,27.8,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Sandwich,Ready Meal,5.9,65.0,Winter,Warning,1197.9,0.0,0.0,0.0,0.0,0.0,40.8,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Chocolate Cake,Pastry,18.3,72.8,Summer,Fresh,1462.4,0.0,0.0,0.0,0.0,0.0,43.2,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Chocolate Cake,Pastry,21.6,64.0,Monsoon,Fresh,2038.9,0.0,0.0,0.0,0.0,0.0,3.3,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Croissant,Pastry,20.8,74.0,Spring,Spoiled,2979.1,0.0,0.0,0.0,0.0,0.0,40.7,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Tomato Sauce,Preserve,13.0,60.1,Summer,Fresh,601.4,0.0,0.0,0.0,0.0,0.0,40.0,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Fruit Jam,Preserve,13.4,66.5,Spring,Fresh,1461.2,0.0,0.0,0.0,0.0,0.0,46.8,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Sandwich,Ready Meal,18.3,73.1,Summer,Spoiled,2500.9,0.0,0.0,0.0,0.0,0.0,24.9,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cheese Pizza,Ready Meal,7.5,86.8,Spring,Spoiled,604.0,0.0,0.0,0.0,0.0,0.0,11.6,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Fruit Jam,Preserve,27.5,53.9,Spring,Warning,1628.1,0.0,0.0,0.0,0.0,0.0,13.7,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cheese Pizza,Ready Meal,11.4,67.5,Winter,Spoiled,2928.2,0.0,0.0,0.0,0.0,0.0,46.0,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Sandwich,Ready Meal,12.4,72.4,Summer,Spoiled,1880.3,0.0,0.0,0.0,0.0,0.0,26.3,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Fruit Jam,Preserve,15.2,50.4,Monsoon,Fresh,1494.7,0.0,0.0,0.0,0.0,0.0,30.7,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Chocolate Cake,Pastry,17.5,81.7,Summer,Warning,2331.4,0.0,0.0,0.0,0.0,0.0,21.3,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Croissant,Pastry,19.5,71.1,Spring,Warning,709.5,0.0,0.0,0.0,0.0,0.0,28.8,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
White Bread,Bread,35.5,72.5,Summer,Spoiled,2325.8,0.0,0.0,0.0,0.0,0.0,33.9,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Potato Chips,Snack,33.0,46.3,Summer,Spoiled,1386.4,0.0,0.0,0.0,0.0,0.0,28.6,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cheese Pizza,Ready Meal,5.9,81.0,Winter,Warning,2594.6,0.0,0.0,0.0,0.0,0.0,16.0,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
White Bread,Bread,24.9,55.7,Monsoon,Fresh,1140.5,0.0,0.0,0.0,0.0,0.0,21.6,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cooked Rice,Ready Meal,6.0,76.9,Summer,Spoiled,2362.6,0.0,0.0,0.0,0.0,0.0,46.1,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
White Bread,Bread,19.5,67.6,Spring,Fresh,1556.5,0.0,0.0,0.0,0.0,0.0,44.1,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Chocolate Cake,Pastry,23.5,81.0,Spring,Spoiled,702.8,0.0,0.0,0.0,0.0,0.0,38.3,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Croissant,Pastry,21.2,55.6,Winter,Fresh,2188.6,0.0,0.0,0.0,0.0,0.0,5.7,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Sandwich,Ready Meal,14.1,73.9,Monsoon,Spoiled,420.7,0.0,0.0,0.0,0.0,0.0,45.3,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Chocolate Cake,Pastry,27.2,60.0,Monsoon,Spoiled,2677.2,0.0,0.0,0.0,0.0,0.0,36.2,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Chocolate Cake,Pastry,19.1,64.5,Monsoon,Fresh,1918.1,0.0,0.0,0.0,0.0,0.0,31.9,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cheese Pizza,Ready Meal,8.3,70.2,Winter,Warning,1650.5,0.0,0.0,0.0,0.0,0.0,42.4,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Pasta Salad,Ready Meal,5.7,84.5,Spring,Spoiled,2117.6,0.0,0.0,0.0,0.0,0.0,7.0,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Potato Chips,Snack,19.0,55.3,Spring,Warning,2435.4,0.0,0.0,0.0,0.0,0.0,13.3,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Chocolate Cake,Pastry,15.4,62.5,Spring,Fresh,2054.3,0.0,0.0,0.0,0.0,0.0,11.4,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cheese Pizza,Ready Meal,5.5,87.1,Summer,Warning,454.9,0.0,0.0,0.0,0.0,0.0,16.7,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Whole Wheat Bread,Bread,22.6,78.6,Summer,Spoiled,1428.4,0.0,0.0,0.0,0.0,0.0,8.6,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cheese Pizza,Ready Meal,0.4,69.1,Monsoon,Fresh,1434.6,0.0,0.0,0.0,0.0,0.0,15.2,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cheese Pizza,Ready Meal,15.9,71.2,Summer,Spoiled,2527.6,0.0,0.0,0.0,0.0,0.0,4.6,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Tomato Sauce,Preserve,16.5,63.0,Spring,Warning,2313.3,0.0,0.0,0.0,0.0,0.0,29.5,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Pasta Salad,Ready Meal,4.5,78.0,Summer,Spoiled,1625.6,0.0,0.0,0.0,0.0,0.0,46.4,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cooked Rice,Ready Meal,5.9,67.6,Monsoon,Spoiled,1821.1,0.0,0.0,0.0,0.0,0.0,46.8,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Chocolate Cake,Pastry,21.3,76.4,Winter,Warning,2937.1,0.0,0.0,0.0,0.0,0.0,41.6,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Whole Wheat Bread,Bread,24.7,69.0,Monsoon,Fresh,1004.3,0.0,0.0,0.0,0.0,0.0,15.6,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
White Bread,Bread,21.4,65.0,Winter,Fresh,2363.1,0.0,0.0,0.0,0.0,0.0,15.7,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Chocolate Cake,Pastry,24.3,83.3,Spring,Spoiled,1506.8,0.0,0.0,0.0,0.0,0.0,1.6,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Croissant,Pastry,20.4,68.7,Monsoon,Fresh,2028.0,0.0,0.0,0.0,0.0,0.0,42.1,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cooked Rice,Ready Meal,16.1,72.3,Summer,Spoiled,1238.2,0.0,0.0,0.0,0.0,0.0,8.8,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cheese Pizza,Ready Meal,6.8,67.7,Winter,Warning,2341.6,0.0,0.0,0.0,0.0,0.0,8.7,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
White Bread,Bread,18.0,57.1,Winter,Fresh,2223.8,0.0,0.0,0.0,0.0,0.0,22.6,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Chocolate Cake,Pastry,21.9,70.6,Monsoon,Warning,2812.5,0.0,0.0,0.0,0.0,0.0,41.8,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Sandwich,Ready Meal,9.8,74.4,Spring,Spoiled,667.7,0.0,0.0,0.0,0.0,0.0,27.5,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Potato Chips,Snack,29.0,59.2,Spring,Spoiled,2316.9,0.0,0.0,0.0,0.0,0.0,10.8,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cheese Pizza,Ready Meal,3.2,74.2,Summer,Fresh,2729.5,0.0,0.0,0.0,0.0,0.0,21.7,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cooked Rice,Ready Meal,8.6,70.1,Summer,Spoiled,1210.6,0.0,0.0,0.0,0.0,0.0,42.5,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Fruit Jam,Preserve,13.1,68.9,Winter,Fresh,1051.4,0.0,0.0,0.0,0.0,0.0,31.6,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Chocolate Cake,Pastry,20.2,84.7,Winter,Warning,896.6,0.0,0.0,0.0,0.0,0.0,47.8,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cookies,Snack,22.7,69.5,Monsoon,Warning,1707.3,0.0,0.0,0.0,0.0,0.0,31.4,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
White Bread,Bread,25.9,77.7,Winter,Warning,2811.7,0.0,0.0,0.0,0.0,0.0,24.0,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cookies,Snack,25.3,61.0,Summer,Spoiled,860.0,0.0,0.0,0.0,0.0,0.0,40.2,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Fruit Jam,Preserve,17.1,66.7,Summer,Warning,1996.4,0.0,0.0,0.0,0.0,0.0,40.9,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Croissant,Pastry,17.6,68.5,Winter,Warning,559.9,0.0,0.0,0.0,0.0,0.0,7.9,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Chocolate Cake,Pastry,26.9,72.6,Summer,Spoiled,2589.5,0.0,0.0,0.0,0.0,0.0,27.3,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Potato Chips,Snack,26.3,45.1,Summer,Fresh,624.7,0.0,0.0,0.0,0.0,0.0,1.9,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
Cheese Pizza,Ready Meal,5.4,81.2,Winter,Spoiled,2070.0,0.0,0.0,0.0,0.0,0.0,36.5,Bakery_Processed,2.0,6.0,80.0,90.0,7.0
